"","State","Date","WindGustSpeed","Temp","Rainfall"
"549","New South Wales","2010-06-22",44,16.375,24.8
"550","New South Wales","2010-06-23",46,16.075,11
"551","New South Wales","2010-06-24",39,16.85,11
"552","New South Wales","2010-06-25",50,16.725,1.2
"553","New South Wales","2010-06-26",50,17.125,23.2
"554","New South Wales","2010-06-27",43,16.55,3.8
"555","New South Wales","2010-06-28",52,17.325,2.2
"556","New South Wales","2010-06-29",50,17.35,0.2
"557","New South Wales","2010-06-30",50,17.25,0.2
"558","New South Wales","2010-07-01",37,16.25,1.2
"559","New South Wales","2010-07-02",41,18.125,1.4
"560","New South Wales","2010-07-03",57,17.025,8.2
"561","New South Wales","2010-07-04",81,18,6.8
"562","New South Wales","2010-07-05",76,16.325,9.6
"563","New South Wales","2010-07-06",56,16.075,17.8
"564","New South Wales","2010-07-07",57,16.25,2
"565","New South Wales","2010-07-08",50,15.975,17.4
"566","New South Wales","2010-07-09",46,16.025,25.6
"567","New South Wales","2010-07-10",52,15.725,1.8
"568","New South Wales","2010-07-11",54,17.85,18
"569","New South Wales","2010-07-12",57,18.7,1.6
"570","New South Wales","2010-07-13",65,18.725,0.6
"571","New South Wales","2010-07-14",76,19.125,27.8
"572","New South Wales","2010-07-15",67,15.65,11
"573","New South Wales","2010-07-16",70,17.375,4.8
"574","New South Wales","2010-07-17",50,16.875,1
"575","New South Wales","2010-07-18",46,16.375,0.2
"576","New South Wales","2010-07-19",46,17.15,1.6
"577","New South Wales","2010-07-20",52,16.025,16.8
"578","New South Wales","2010-07-21",63,17.95,24.6
"579","New South Wales","2010-07-22",70,17.75,2.4
"580","New South Wales","2010-07-23",48,17.075,15.2
"581","New South Wales","2010-07-24",41,15.975,18.8
"582","New South Wales","2010-07-25",43,15.55,8.4
"583","New South Wales","2010-07-26",46,15.975,24.8
"584","New South Wales","2010-07-27",35,16.125,42.6
"585","New South Wales","2010-07-28",72,16.475,52.6
"586","New South Wales","2010-07-29",39,18,39.2
"587","New South Wales","2010-07-30",50,19.825,7.2
"588","New South Wales","2010-07-31",63,20.65,34.6
"589","New South Wales","2010-08-01",80,18.975,4.2
"590","New South Wales","2010-08-02",83,20.05,18.6
"591","New South Wales","2010-08-03",107,18.45,26.2
"592","New South Wales","2010-08-06",46,16.125,0.6
"593","New South Wales","2010-08-07",61,15.55,9.8
"594","New South Wales","2010-08-08",46,16.525,12.2
"595","New South Wales","2010-08-09",59,16.6,0
"596","New South Wales","2010-08-10",56,17.05,10
"597","New South Wales","2010-08-11",74,19.1,30.4
"598","New South Wales","2010-08-12",76,17.075,16.6
"599","New South Wales","2010-08-13",67,17.95,71.6
"600","New South Wales","2010-08-14",61,17.95,1.6
"601","New South Wales","2010-08-15",65,18.1,1.8
"602","New South Wales","2010-08-16",76,17.6,10.2
"603","New South Wales","2010-08-17",39,18.1,3.8
"604","New South Wales","2010-08-18",59,17.05,0.4
"605","New South Wales","2010-08-19",72,21.1,15.4
"606","New South Wales","2010-08-20",50,19.575,7.4
"607","New South Wales","2010-08-21",72,18.55,0.2
"608","New South Wales","2010-08-22",46,17.075,9.4
"609","New South Wales","2010-08-23",56,16.45,7.8
"610","New South Wales","2010-08-24",67,16.275,6.6
"611","New South Wales","2010-08-25",72,18.25,8
"612","New South Wales","2010-08-26",78,17.175,9.6
"613","New South Wales","2010-08-27",81,16.925,4.8
"614","New South Wales","2010-08-28",48,18.275,11.6
"615","New South Wales","2010-08-29",50,17.325,0.2
"616","New South Wales","2010-08-30",54,16.1,0.2
"617","New South Wales","2010-08-31",50,17.5,2
"618","New South Wales","2010-09-01",57,21.525,1.6
"619","New South Wales","2010-09-02",63,23.6,4
"620","New South Wales","2010-09-03",56,22.125,8
"621","New South Wales","2010-09-04",70,20.225,21.8
"622","New South Wales","2010-09-05",126,24.15,23.4
"623","New South Wales","2010-09-06",57,19.7,2.4
"624","New South Wales","2010-09-07",52,20.4,5
"625","New South Wales","2010-09-08",37,16.65,23.8
"626","New South Wales","2010-09-09",44,17.9,0
"627","New South Wales","2010-09-10",80,22.275,29.4
"628","New South Wales","2010-09-11",48,19.275,3.2
"629","New South Wales","2010-09-12",44,18.2,16.2
"630","New South Wales","2010-09-13",50,19.575,0.4
"631","New South Wales","2010-09-14",56,21.4,20.8
"632","New South Wales","2010-09-15",59,19.95,51.8
"633","New South Wales","2010-09-16",78,19.225,0.2
"634","New South Wales","2010-09-17",54,18.725,0.2
"635","New South Wales","2010-09-18",50,18.15,0.2
"636","New South Wales","2010-09-19",35,18.675,4.4
"637","New South Wales","2010-09-20",41,18.225,7.2
"638","New South Wales","2010-09-21",65,20.05,6.6
"639","New South Wales","2010-09-22",61,19.75,2.8
"640","New South Wales","2010-09-23",41,19.8,2.6
"641","New South Wales","2010-09-24",39,20.675,0
"642","New South Wales","2010-09-25",52,21.7,0.2
"643","New South Wales","2010-09-26",48,21.4,0
"644","New South Wales","2010-09-27",74,21.375,7.6
"645","New South Wales","2010-09-28",50,23.275,29.9
"646","New South Wales","2010-09-29",61,19.875,6.6
"647","New South Wales","2010-09-30",48,21.325,0.8
"648","New South Wales","2010-10-01",56,17.575,10.8
"649","New South Wales","2010-10-02",61,17.775,8
"650","New South Wales","2010-10-03",56,17.725,90
"651","New South Wales","2010-10-04",61,21.525,128
"652","New South Wales","2010-10-05",52,21.875,61.2
"653","New South Wales","2010-10-06",69,22.725,13
"654","New South Wales","2010-10-07",59,22.575,10
"655","New South Wales","2010-10-08",39,19.225,0.6
"656","New South Wales","2010-10-09",50,19.6,7.4
"657","New South Wales","2010-10-10",52,20.8,2.2
"658","New South Wales","2010-10-11",65,20.075,23.8
"659","New South Wales","2010-10-12",63,21.65,6.2
"660","New South Wales","2010-10-13",59,21.475,36
"661","New South Wales","2010-10-14",50,23.9,46.6
"662","New South Wales","2010-10-15",85,22.425,34
"663","New South Wales","2010-10-16",93,19.15,32.8
"664","New South Wales","2010-10-17",54,18.825,4.4
"665","New South Wales","2010-10-18",48,19.5,2
"666","New South Wales","2010-10-19",54,18.65,5
"667","New South Wales","2010-10-20",48,21.075,5.6
"668","New South Wales","2010-10-21",46,21.75,0.2
"669","New South Wales","2010-10-22",48,23.1,1.6
"670","New South Wales","2010-10-23",57,23.5,8.8
"671","New South Wales","2010-10-24",67,20.1,30.6
"672","New South Wales","2010-10-25",59,20.15,31.4
"673","New South Wales","2010-10-26",56,21.525,10.4
"674","New South Wales","2010-10-27",56,22.525,1.6
"675","New South Wales","2010-10-28",44,23.425,17.2
"676","New South Wales","2010-10-29",70,24.025,18.8
"677","New South Wales","2010-10-30",65,23.85,8.6
"678","New South Wales","2010-10-31",69,25.175,50.8
"679","New South Wales","2010-11-01",63,21.05,12.4
"680","New South Wales","2010-11-02",67,19.45,72
"681","New South Wales","2010-11-03",52,19.825,4
"682","New South Wales","2010-11-04",67,20.825,17.8
"683","New South Wales","2010-11-05",67,19.075,36.2
"684","New South Wales","2010-11-06",48,20.6,73.8
"685","New South Wales","2010-11-07",54,24.225,30.8
"686","New South Wales","2010-11-08",80,25.775,6.6
"687","New South Wales","2010-11-09",54,24.675,29.2
"688","New South Wales","2010-11-10",63,26.3,1
"689","New South Wales","2010-11-11",43,26.825,21.4
"690","New South Wales","2010-11-12",56,28.925,1.6
"691","New South Wales","2010-11-13",63,28.1,1.4
"692","New South Wales","2010-11-14",57,28.45,52.6
"693","New South Wales","2010-11-15",61,24.275,21.2
"694","New South Wales","2010-11-16",61,23.375,36.6
"695","New South Wales","2010-11-17",63,23.6,50.2
"696","New South Wales","2010-11-18",50,22.525,4.4
"697","New South Wales","2010-11-19",80,22.25,13.4
"698","New South Wales","2010-11-20",41,23.45,4.4
"699","New South Wales","2010-11-21",63,22.975,3.2
"700","New South Wales","2010-11-22",48,23.95,36
"701","New South Wales","2010-11-23",57,23.95,0
"702","New South Wales","2010-11-24",61,25.425,6.6
"703","New South Wales","2010-11-25",54,26.025,0
"704","New South Wales","2010-11-26",48,25.725,4
"705","New South Wales","2010-11-27",74,25.675,19.2
"706","New South Wales","2010-11-28",54,23.825,30.6
"707","New South Wales","2010-11-29",56,23.45,15
"708","New South Wales","2010-11-30",56,22.025,61.8
"709","New South Wales","2010-12-01",63,22.325,72.2
"710","New South Wales","2010-12-02",67,24,105.4
"711","New South Wales","2010-12-03",48,25.475,52.6
"712","New South Wales","2010-12-04",44,24.575,6.2
"713","New South Wales","2010-12-05",44,25.5,4.6
"714","New South Wales","2010-12-06",50,25.475,7
"715","New South Wales","2010-12-07",50,26.4,28.4
"716","New South Wales","2010-12-08",96,26.9,10.8
"717","New South Wales","2010-12-09",63,29.25,67.6
"718","New South Wales","2010-12-10",61,27.65,4.4
"719","New South Wales","2010-12-11",50,24.8,9.2
"720","New South Wales","2010-12-12",61,26.75,8.8
"721","New South Wales","2010-12-13",61,26.425,0.8
"722","New South Wales","2010-12-14",41,26.675,26.8
"723","New South Wales","2010-12-15",70,28.225,11.8
"724","New South Wales","2010-12-16",69,26.6,3.4
"725","New South Wales","2010-12-17",65,24.775,22
"726","New South Wales","2010-12-18",76,23.85,1
"727","New South Wales","2010-12-19",78,24.725,3
"728","New South Wales","2010-12-20",81,24.1,9.6
"729","New South Wales","2010-12-21",65,23.825,1.6
"730","New South Wales","2010-12-22",44,24.3,0.8
"731","New South Wales","2010-12-23",61,27.175,5.2
"732","New South Wales","2010-12-24",59,27.95,19.4
"733","New South Wales","2010-12-25",67,28.75,40.4
"734","New South Wales","2010-12-26",80,26.025,12.6
"735","New South Wales","2010-12-27",70,26.625,31
"736","New South Wales","2010-12-28",54,26.875,30.4
"737","New South Wales","2010-12-29",52,27.325,11
"738","New South Wales","2010-12-30",44,30.25,0
"739","New South Wales","2010-12-31",57,29.625,0.8
"740","New South Wales","2011-01-01",56,32.6,5.2
"741","New South Wales","2011-01-02",61,32,0.6
"742","New South Wales","2011-01-03",70,30.475,24.2
"743","New South Wales","2011-01-04",54,27.175,7.4
"744","New South Wales","2011-01-05",50,25.45,0.2
"745","New South Wales","2011-01-06",48,27,102
"746","New South Wales","2011-01-07",56,26.5,44.4
"747","New South Wales","2011-01-08",48,28.325,9
"748","New South Wales","2011-01-09",65,29.35,21.8
"749","New South Wales","2011-01-10",59,27.3,35
"750","New South Wales","2011-01-11",63,27.4,18.4
"751","New South Wales","2011-01-12",65,29.125,14.2
"752","New South Wales","2011-01-13",57,29.375,14.2
"753","New South Wales","2011-01-14",67,29.15,2.4
"754","New South Wales","2011-01-15",85,27.075,14.6
"755","New South Wales","2011-01-16",70,28.075,5.8
"756","New South Wales","2011-01-17",87,30.5,5.2
"757","New South Wales","2011-01-18",70,29.825,3.4
"758","New South Wales","2011-01-19",59,29.65,7.2
"759","New South Wales","2011-01-20",46,28.65,25.4
"760","New South Wales","2011-01-21",54,30.25,5.6
"761","New South Wales","2011-01-22",65,29.6,19.4
"762","New South Wales","2011-01-23",61,29.75,12
"763","New South Wales","2011-01-24",72,33.45,1.2
"764","New South Wales","2011-01-25",57,32.525,0
"765","New South Wales","2011-01-26",59,37.225,0
"766","New South Wales","2011-01-27",81,32.675,0.6
"767","New South Wales","2011-01-28",59,32.725,2.6
"768","New South Wales","2011-01-29",46,29.025,7.6
"769","New South Wales","2011-01-30",54,30.55,1.8
"770","New South Wales","2011-01-31",56,32.05,0.6
"771","New South Wales","2011-02-01",70,33.175,0.6
"772","New South Wales","2011-02-02",61,34.275,13
"773","New South Wales","2011-02-03",70,33.75,59.4
"774","New South Wales","2011-02-04",81,33.025,2.6
"775","New South Wales","2011-02-05",69,35.9,99.2
"776","New South Wales","2011-02-06",83,31.675,51
"777","New South Wales","2011-02-07",63,28.325,16.6
"778","New South Wales","2011-02-08",48,26.15,13.4
"779","New South Wales","2011-02-09",50,28.075,10.8
"780","New South Wales","2011-02-10",46,28.675,13
"781","New South Wales","2011-02-11",54,30.925,39.8
"782","New South Wales","2011-02-12",61,31.5,32.6
"783","New South Wales","2011-02-13",69,29.825,19.8
"784","New South Wales","2011-02-14",54,26.625,48.8
"785","New South Wales","2011-02-15",48,25,20.2
"786","New South Wales","2011-02-16",48,26.625,4.8
"787","New South Wales","2011-02-17",63,27.45,25.4
"788","New South Wales","2011-02-18",52,29.475,9.8
"789","New South Wales","2011-02-19",59,30.525,12.2
"790","New South Wales","2011-02-20",46,31.925,22.4
"791","New South Wales","2011-02-21",69,29.3,8.8
"792","New South Wales","2011-02-22",69,27.45,18.8
"793","New South Wales","2011-02-23",57,23.9,1.8
"794","New South Wales","2011-02-24",41,25.875,4.4
"795","New South Wales","2011-02-25",35,28.45,0.2
"796","New South Wales","2011-02-26",41,29.25,1
"797","New South Wales","2011-02-27",50,32.45,1.6
"798","New South Wales","2011-02-28",54,33.775,11.8
"799","New South Wales","2011-03-01",98,32.3,6.4
"800","New South Wales","2011-03-02",50,28.375,21
"801","New South Wales","2011-03-03",48,26.925,3.6
"802","New South Wales","2011-03-04",63,25.525,4.6
"803","New South Wales","2011-03-05",70,26.35,24.8
"804","New South Wales","2011-03-06",57,23.3,63.8
"805","New South Wales","2011-03-07",56,24.9,16.2
"806","New South Wales","2011-03-08",70,23.925,9.4
"807","New South Wales","2011-03-09",63,26.725,5.2
"808","New South Wales","2011-03-10",57,26.1,14.2
"809","New South Wales","2011-03-11",52,26.325,19.8
"810","New South Wales","2011-03-12",54,27.225,46.4
"811","New South Wales","2011-03-13",57,27.2,4.4
"812","New South Wales","2011-03-14",67,28.325,19.8
"813","New South Wales","2011-03-15",44,28.925,1.8
"814","New South Wales","2011-03-16",48,27.45,0.8
"815","New South Wales","2011-03-17",46,28.15,16.6
"816","New South Wales","2011-03-18",48,23.2,16
"817","New South Wales","2011-03-19",59,22.825,14.4
"818","New South Wales","2011-03-20",59,24.8,111.8
"819","New South Wales","2011-03-21",61,25.35,142.2
"820","New South Wales","2011-03-22",41,26.25,65.2
"821","New South Wales","2011-03-23",59,26.65,31
"822","New South Wales","2011-03-24",72,25.475,9.4
"823","New South Wales","2011-03-25",56,25,4.2
"824","New South Wales","2011-03-26",63,24.775,5.8
"825","New South Wales","2011-03-27",52,24.2,6
"826","New South Wales","2011-03-28",54,23.05,5.8
"827","New South Wales","2011-03-29",52,24.275,10.8
"828","New South Wales","2011-03-30",57,24.35,15.6
"829","New South Wales","2011-03-31",61,24.525,15
"830","New South Wales","2011-05-01",50,20.55,8.2
"831","New South Wales","2011-05-02",39,21.475,0.8
"832","New South Wales","2011-05-03",52,20.9,8
"833","New South Wales","2011-05-04",57,20.175,17.8
"834","New South Wales","2011-05-05",59,19.35,41
"835","New South Wales","2011-05-06",67,18.825,6.4
"836","New South Wales","2011-05-07",54,18.025,3
"837","New South Wales","2011-05-08",37,19.45,4
"838","New South Wales","2011-05-09",67,19.525,1
"839","New South Wales","2011-05-10",59,20.275,31.4
"840","New South Wales","2011-05-11",91,20.65,28.4
"841","New South Wales","2011-05-12",65,20.8,0.6
"842","New South Wales","2011-05-13",65,20.325,5.8
"843","New South Wales","2011-05-14",72,19.35,2
"844","New South Wales","2011-05-15",59,19.275,2
"845","New South Wales","2011-05-16",39,18.25,3
"846","New South Wales","2011-05-17",37,18.625,0.2
"847","New South Wales","2011-05-18",52,17.9,3
"848","New South Wales","2011-05-19",56,18.65,17.8
"849","New South Wales","2011-05-20",44,19.175,0.2
"850","New South Wales","2011-05-21",52,19.55,8.8
"851","New South Wales","2011-05-22",61,19.325,0.6
"852","New South Wales","2011-05-23",59,19.625,22.6
"853","New South Wales","2011-05-24",67,17.725,8.2
"854","New South Wales","2011-05-25",83,15.05,31.8
"855","New South Wales","2011-05-26",56,19.95,57.6
"856","New South Wales","2011-05-27",43,20.15,0.6
"857","New South Wales","2011-05-28",54,18.35,2.8
"858","New South Wales","2011-05-29",46,18.475,31.4
"859","New South Wales","2011-05-30",94,18.5,48.4
"860","New South Wales","2011-05-31",81,19.225,65.2
"861","New South Wales","2011-06-01",76,20.2,53.4
"862","New South Wales","2011-06-02",63,20.775,22.8
"863","New South Wales","2011-06-03",43,20.375,5.5
"864","New South Wales","2011-06-04",56,20.225,8.8
"865","New South Wales","2011-06-05",43,18.775,4.2
"866","New South Wales","2011-06-06",54,18.4,6
"867","New South Wales","2011-06-07",63,18.475,7.4
"868","New South Wales","2011-06-08",76,18.3,3
"869","New South Wales","2011-06-09",63,19.725,0.4
"870","New South Wales","2011-06-10",63,20,6.2
"871","New South Wales","2011-06-11",63,19.175,9.4
"872","New South Wales","2011-06-12",74,17.5,69.2
"873","New South Wales","2011-06-13",65,17.775,103.4
"874","New South Wales","2011-06-14",87,19.3,127.6
"875","New South Wales","2011-06-15",87,19.475,27.4
"876","New South Wales","2011-06-16",69,19.325,63.2
"877","New South Wales","2011-06-17",76,19.175,36.8
"878","New South Wales","2011-06-18",76,18.975,5.4
"879","New South Wales","2011-06-19",76,18.05,3.4
"880","New South Wales","2011-06-20",57,17.175,3.6
"881","New South Wales","2011-06-21",100,17.45,10.6
"882","New South Wales","2011-06-22",89,17.2,2.4
"883","New South Wales","2011-06-23",81,17.6,9.8
"884","New South Wales","2011-06-24",50,18.125,0.2
"885","New South Wales","2011-06-25",39,16.7,0.4
"886","New South Wales","2011-06-26",46,17.375,0.4
"887","New South Wales","2011-06-27",39,17.1,0.2
"888","New South Wales","2011-06-28",52,17.45,0.8
"889","New South Wales","2011-06-29",56,16.1,15
"890","New South Wales","2011-06-30",56,16.175,5.8
"891","New South Wales","2011-07-01",44,15.85,19.6
"892","New South Wales","2011-07-02",37,16.6,20.2
"893","New South Wales","2011-07-03",57,16.675,1.8
"894","New South Wales","2011-07-04",69,17.75,15.4
"895","New South Wales","2011-07-05",87,17.35,3.8
"896","New South Wales","2011-07-06",87,18.2,2.2
"897","New South Wales","2011-07-07",100,18.825,4.4
"898","New South Wales","2011-07-08",65,16.5,1
"899","New South Wales","2011-07-09",69,15.75,4.2
